Lesson,Accuracy,WPM,IdleTime

Day 29 - Part 2 - Learn Dollar Sign,95.5,17,0
Day 29 - Part 3 - Learn Forward Slash,92.1,13,0
Day 30 - Part 2 - Learn Percent Sign,96.0,18,0
Day 30 - Part 3 - Learn Hyphen,97.6,23,0
Day 31 - Part 3 - Learn Number Sign,99.2,27,0
Day 31 - Part 4 - Learn Ampersand,96.0,19,0
Day 32 - Part 3 - Learn Open Parentheses,97.0,27,0
Day 32 - Part 4 - Learn Close Parentheses,92.9,17,0
Day 33 - Part 1 - Learn At Symbol,95.8,20,0
Day 33 - Part 2 - Learn Asterisk,94.6,18,0
Day 29 - Part 3 - Learn Forward Slash,97.5,22,0
Day 32 - Part 4 - Learn Close Parentheses,96.3,24,0
Day 33 - Part 2 - Learn Asterisk,96.0,21,0
Day 29 - Part 2 - Learn Dollar Sign,93.1,13,0
Day 29 - Part 2 - Learn Dollar Sign,92.7,14,0
