Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,100.0,34,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,99.0,31,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,98.6,34,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,98.8,35,0
Scripture - 3 Min - Novice - Psalm 23,98.7,36,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,98.8,35,0
Scripture - 5 Min - Advanced - Selections 1,97.0,27,0
Scripture - 5 Min - Advanced - Selections 1,96.9,25,2
Scripture - 5 Min - Advanced - Selections 1,96.1,23,0
