Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,99.5,36,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,99.0,36,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,98.9,33,0
Scripture - 3 Min - Novice - Psalm 23,97.1,31,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,99.3,38,0
Scripture - 5 Min - Novice - Psalm 51,98.5,36,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,98.7,36,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,98.2,33,0
Scripture - 3 Min - Novice - Psalm 23,99.7,36,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,97.8,32,1
Scripture - 5 Min - Novice - Philippians 2 v 1-11,97.1,29,0
