Lesson,Accuracy,WPM,Idle Time

Day 05 - Part 4,97.4,38,0
Day 05 - Part 5,96.7,36,0
Day 05 - Part 6,100.0,42,0
Day 06 - Part 1,99.3,41,0
Day 06 - Part 2 - Learn Left Shift,96.0,22,0
Day 06 - Part 3 - Learn Period,97.4,20,0
Day 06 - Part 4,94.6,19,0
Day 06 - Part 5,97.3,31,0
Day 06 - Part 4,97.6,29,2
Day 06 - Part 2 - Learn Left Shift,100.0,30,0
Day 05 - Part 5,100.0,49,3
Day 06 - Part 5,98.0,34,1
Day 06 - Part 3 - Learn Period,98.7,29,0
Day 05 - Part 4,98.7,42,0
Day 06 - Part 4,98.3,33,0
Day 06 - Part 5,98.0,37,0
Day 06 - Part 5,99.0,38,0
