Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,97.8,24,0
Day 01 - Part 2 - Learn Home Row,97.4,26,0
Day 01 - Part 3,97.6,27,0
Day 01 - Part 4,96.4,25,0
Day 01 - Part 5,93.4,17,0
Day 01 - Part 6,95.3,19,0
Day 01 - Part 7,97.7,27,0
Day 01 - Part 8,95.0,22,0
Day 01 - Part 9,96.6,26,0
Day 01 - Part 5,97.5,29,0
Day 01 - Part 8,98.8,33,0
Day 01 - Part 6,97.0,25,0
Day 01 - Part 4,98.7,28,0
Day 01 - Part 9,98.0,30,0
Day 01 - Part 6,98.0,28,0
Day 01 - Part 2 - Learn Home Row,98.4,30,0
Day 01 - Part 5,98.7,33,0
Day 01 - Part 3,98.5,30,0
Day 01 - Part 7,98.0,32,0
