Lesson,Accuracy,WPM,Idle Time

Day 08 - Part 1,97.4,34,0
Day 08 - Part 2,99.7,39,0
Day 08 - Part 3,99.4,33,0
Day 08 - Part 4,100.0,52,0
Day 08 - Part 5,98.1,34,0
Day 08 - Part 6,99.3,33,0
Day 08 - Part 7,99.3,45,0
Day 08 - Part 8,98.1,42,0
Day 08 - Part 9,99.3,39,0
Day 08 - Part 1,100.0,41,0
Day 08 - Part 5,100.0,41,0
Day 08 - Part 8,100.0,49,0
Day 08 - Part 6,99.3,36,0
Day 08 - Part 6,100.0,36,0
Day 08 - Part 9,100.0,39,0
Day 08 - Part 7,98.7,42,0
Day 08 - Part 7,100.0,47,0
Day 08 - Part 3,99.4,36,0
Day 08 - Part 3,100.0,37,0
Day 08 - Part 2,100.0,45,0
