Lesson,Accuracy,WPM,Idle Time

Day 15 - Part 5,98.1,25,0
Day 15 - Part 6,98.1,31,0
Day 16 - Part 1,96.8,25,0
Day 16 - Part 2,98.7,35,0
Day 16 - Part 3,98.4,32,0
Day 16 - Part 4,96.8,32,0
Day 16 - Part 5,99.6,43,0
Day 16 - Part 1,98.1,33,0
Day 16 - Part 4,98.7,38,0
Day 15 - Part 5,96.8,23,0
Day 15 - Part 5,99.4,29,0
Day 15 - Part 6,98.6,39,0
Day 16 - Part 1,98.1,31,0
Day 16 - Part 1,98.1,30,0
Day 16 - Part 1,100.0,37,0
Day 16 - Part 3,98.4,32,1
Day 16 - Part 3,99.7,38,0
Day 15 - Part 6,99.3,41,0
Day 16 - Part 2,100.0,44,0
Day 16 - Part 4,99.0,39,0
Day 16 - Part 4,99.4,38,1
Day 15 - Part 6,97.6,37,0
