Lesson,Accuracy,WPM,Idle Time

Day 16 - Part 4,99.0,41,0
Day 16 - Part 5,98.1,37,0
Day 17 - Part 1,97.4,35,0
Day 17 - Part 2 - Learn V,97.4,28,0
Day 17 - Part 3 - Learn Colon,94.2,14,0
Day 17 - Part 4,92.3,16,0
Day 17 - Part 5,98.6,34,0
Day 17 - Part 4,98.6,32,0
Day 17 - Part 3 - Learn Colon,98.7,23,0
Day 17 - Part 2 - Learn V,98.7,36,0
Day 17 - Part 1,98.1,40,0
Day 16 - Part 5,97.0,36,0
Day 16 - Part 5,98.1,41,0
Day 17 - Part 1,99.4,45,0
Day 16 - Part 5,99.6,43,0
Day 17 - Part 4,99.5,33,2
Day 17 - Part 5,99.0,38,0
Day 17 - Part 3 - Learn Colon,100.0,26,0
Day 17 - Part 2 - Learn V,99.3,42,0
Day 17 - Part 5,98.8,36,0
Day 17 - Part 5,98.6,38,6
Day 17 - Part 5,95.2,32,0
