Lesson,Accuracy,WPM,Idle Time

Day 12 - Part 6,100.0,48,0
Day 12 - Part 7,98.4,38,0
Day 13 - Part 1,100.0,34,0
Day 13 - Part 2 - Learn X,96.1,16,0
Day 13 - Part 3 - Learn M,100.0,33,0
Day 13 - Part 4,94.2,17,0
Day 13 - Part 5,95.5,19,0
Day 13 - Part 6,98.0,28,0
Day 13 - Part 4,98.7,30,0
Day 13 - Part 5,96.8,24,0
Day 13 - Part 2 - Learn X,98.0,27,0
Day 13 - Part 5,98.7,27,0
Day 13 - Part 2 - Learn X,98.7,28,2
Day 13 - Part 6,99.0,32,2
Day 12 - Part 7,99.6,43,0
Day 13 - Part 5,99.4,31,0
Day 13 - Part 2 - Learn X,99.3,33,0
Day 13 - Part 4,99.4,35,0
Day 13 - Part 6,96.7,29,1
