Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,94.1,11,12
Day 01 - Part 2 - Learn Home Row,97.7,28,0
Day 01 - Part 3,95.0,19,0
Day 01 - Part 4,94.8,23,0
Day 01 - Part 1 - Learn Spacebar,97.1,21,0
Day 01 - Part 4,94.9,20,0
Day 01 - Part 4,96.8,22,4
Day 01 - Part 3,94.9,16,9
Day 01 - Part 3,93.3,9,24
Day 01 - Part 3,96.9,18,7
