Lesson,Accuracy,WPM,Idle Time

Day 07 - Part 1,95.4,18,0
Day 07 - Part 2 - Learn C,98.0,22,0
Day 07 - Part 3 - Learn U,95.4,20,0
Day 07 - Part 4,98.0,22,0
Day 07 - Part 5,95.4,17,0
Day 07 - Part 6,97.3,20,0
Day 07 - Part 7,98.7,37,0
Day 07 - Part 8,98.0,21,0
Day 07 - Part 5,97.4,23,0
Day 07 - Part 1,98.7,28,0
Day 07 - Part 3 - Learn U,97.4,26,2
Day 07 - Part 6,97.6,24,0
Day 07 - Part 5,100.0,27,0
Day 07 - Part 3 - Learn U,97.4,30,0
Day 07 - Part 3 - Learn U,98.0,28,0
Day 07 - Part 6,96.7,26,0
Day 07 - Part 6,96.6,26,1
