Lesson,Accuracy,WPM,Idle Time

Day 05 - Part 4,99.3,32,0
Day 05 - Part 5,94.8,22,0
Day 05 - Part 6,100.0,39,0
Day 06 - Part 1,93.5,18,0
Day 06 - Part 2 - Learn Left Shift,92.1,10,0
Day 06 - Part 3 - Learn Period,92.2,12,0
Day 06 - Part 4,94.9,18,0
Day 06 - Part 5,94.8,21,0
Day 06 - Part 2 - Learn Left Shift,98.0,25,0
Day 06 - Part 3 - Learn Period,98.0,25,0
Day 06 - Part 1,96.7,25,4
Day 06 - Part 5,94.3,19,1
Day 06 - Part 5,95.5,24,0
Day 05 - Part 5,95.4,24,0
