Lesson,Accuracy,WPM,Idle Time

Day 14 - Part 5,96.7,21,0
Day 14 - Part 6,97.3,26,0
Day 15 - Part 1,97.4,26,0
Day 15 - Part 2 - Learn Q,93.0,13,0
Day 15 - Part 3 - Learn Comma,98.0,24,0
Day 15 - Part 4,97.4,21,0
Day 15 - Part 5,95.5,17,0
Day 15 - Part 6,96.0,24,0
Day 15 - Part 2 - Learn Q,96.2,19,0
Day 15 - Part 5,98.1,19,1
Day 15 - Part 6,97.4,26,0
Day 15 - Part 2 - Learn Q,99.4,30,0
Day 14 - Part 5,98.0,25,0
