Lesson,Accuracy,WPM,IdleTime

Day 14 - Part 5,97.4,19,0
Day 14 - Part 6,98.4,26,0
Day 15 - Part 1,98.1,25,0
Day 15 - Part 2 - Learn Q,95.6,16,0
Day 15 - Part 3 - Learn Comma,41.2,-98,0
Day 15 - Part 4,14.8,-509,0
Day 15 - Part 5,38.7,-146,0
Day 15 - Part 6,97.4,26,1
