Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,100.0,60,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,100.0,63,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,100.0,63,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,99.9,53,0
Scripture - 3 Min - Novice - Psalm 23,100.0,61,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,100.0,57,0
Scripture - 5 Min - Advanced - Selections 1,100.0,54,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,100.0,58,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,63,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,69,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,100.0,59,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,69,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,74,0
