Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,99.7,59,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,97.4,52,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,99.6,54,0
Scripture - 3 Min - Novice - Psalm 23,97.9,50,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,99.4,54,0
Scripture - 5 Min - Novice - Psalm 51,98.5,53,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,98.4,51,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,96.8,45,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,94.2,36,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,95.9,48,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,99.2,47,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,99.3,59,0
Scripture - 3 Min - Novice - Psalm 23,98.9,51,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,99.3,51,0
