Lesson,Accuracy,WPM,IdleTime

Day 31 - Part 5,100.0,33,0
Day 32 - Part 1,98.4,37,0
Day 32 - Part 2,98.9,34,0
Day 32 - Part 3 - Learn Open Parentheses,98.7,34,0
Day 32 - Part 4 - Learn Close Parentheses,99.7,35,0
Day 32 - Part 5,97.8,25,0
Day 32 - Part 6,99.0,45,0
Day 32 - Part 7,99.5,32,0
Day 32 - Part 8,99.6,36,0
Day 32 - Part 5,98.9,27,0
Day 32 - Part 1,98.9,39,0
Day 32 - Part 3 - Learn Open Parentheses,99.1,34,0
Day 32 - Part 5,97.5,27,0
Day 32 - Part 1,100.0,49,0
Day 32 - Part 2,99.4,37,0
Day 32 - Part 5,99.5,30,0
Day 32 - Part 6,97.5,45,0
