Lesson,Accuracy,WPM,IdleTime

Three Minute File 19,97.1,45,0
Three Minute File 21,98.5,43,0
Three Minute File 22,99.0,44,0
Three Minute File 23,99.3,52,0
Three Minute File 24,97.9,47,0
Three Minute File 29,99.1,48,0
Timing - Five Minutes 09,97.8,48,0
Timing - Five Minutes 14,97.9,41,0
Timing - Five Minutes 15,99.2,38,0
Three Minute File 19,98.7,43,0
