Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,99.6,47,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,99.7,60,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,99.2,46,0
Scripture - 3 Min - Novice - Psalm 23,99.8,49,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,99.5,50,0
Scripture - 5 Min - Novice - Psalm 51,99.8,43,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,99.5,41,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,97.9,43,1
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,99.3,51,0
