Lesson,Accuracy,WPM,IdleTime

Day 24 - Part 4,98.6,36,0
Day 25 - Part 1,99.5,39,0
Day 25 - Part 2 - Learn 5,99.5,39,0
Day 25 - Part 3 - Learn 9,99.6,36,0
Day 25 - Part 4,100.0,36,0
Day 25 - Part 5,99.5,26,0
Day 25 - Part 6,99.7,39,0
Day 25 - Part 7,98.6,40,0
Day 24 - Part 4,100.0,46,0
Day 25 - Part 1,100.0,43,0
Day 25 - Part 2 - Learn 5,100.0,45,0
Day 25 - Part 3 - Learn 9,100.0,42,0
Day 25 - Part 5,98.7,28,0
