Lesson,Accuracy,WPM,IdleTime

Day 22 - Part 1,100.0,56,0
Day 22 - Part 2,99.6,69,0
Day 22 - Part 3,100.0,56,0
Day 22 - Part 4,100.0,63,0
Day 22 - Part 5,100.0,57,0
Day 22 - Part 6,100.0,63,0
Day 22 - Part 7,99.9,67,0
Day 22 - Part 8,100.0,71,0
Day 22 - Part 9,100.0,56,0
Day 22 - Part 2,100.0,73,0
Day 22 - Part 7,100.0,68,0
Day 22 - Part 3,100.0,60,0
Day 22 - Part 9,100.0,59,0
Day 22 - Part 1,100.0,65,0
Day 22 - Part 5,100.0,57,0
Day 22 - Part 5,100.0,59,0
Day 22 - Part 2,100.0,68,0
Day 22 - Part 3,100.0,49,0
Day 22 - Part 5,100.0,48,0
