Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,99.3,51,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,98.4,49,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,99.3,52,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,97.9,48,0
Scripture - 3 Min - Novice - Psalm 23,99.4,54,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,99.0,45,0
Scripture - 5 Min - Advanced - Selections 1,98.7,41,0
Scripture - 1 Min - Novice - John 3 v 16,99.6,54,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,99.2,47,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,99.4,49,0
Scripture - 5 Min - Advanced - Selections 1,99.8,39,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,64,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,96.4,33,0
