Lesson,Accuracy,WPM,Idle Time

Scripture - 1 Min - Novice - John 3 v 16,94.1,13,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,96.3,16,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,97.9,16,0
Scripture - 3 Min - Novice - Psalm 23,95.6,14,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,96.8,15,0
Scripture - 5 Min - Novice - Psalm 51,96.2,12,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,94.1,12,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,94.4,12,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,95.1,15,0
Scripture - 1 Min - Novice - John 3 v 16,96.4,17,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,95.1,13,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,93.2,10,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,95.6,13,0
