Lesson,Accuracy,WPM,Idle Time

Day 19 - Part 1,95.9,15,0
Day 19 - Part 2 - Learn Apostrophe,97.0,13,0
Day 19 - Part 3 - Learn Quotation,97.8,15,0
Day 19 - Part 4 - Learn Hyphen,90.7,6,0
Day 19 - Part 5,93.8,11,0
Day 19 - Part 6,97.1,11,1
Day 19 - Part 7,97.6,19,0
Day 19 - Part 9,93.2,11,0
Day 19 - Part 4 - Learn Hyphen,94.0,9,0
Day 19 - Part 9,97.4,19,0
Day 19 - Part 5,96.4,15,0
Day 19 - Part 4 - Learn Hyphen,93.7,12,0
