Lesson,Accuracy,WPM,Idle Time

Day 07 - Part 1,14.3,-13,141
Day 07 - Part 1,93.4,9,0
Day 07 - Part 3 - Learn U,98.0,15,0
Day 07 - Part 4,93.5,7,1
Day 07 - Part 5,97.4,9,0
Day 07 - Part 6,96.0,8,0
Day 07 - Part 7,95.4,14,0
Day 07 - Part 8,92.8,6,0
Day 07 - Part 7,94.8,14,0
Day 07 - Part 7,92.2,11,0
Day 07 - Part 7,99.3,20,0
Day 07 - Part 7,98.7,20,0
