Lesson,Accuracy,WPM,Idle Time

Day 20 - Part 1,95.2,17,0
Day 20 - Part 2,96.5,18,0
Day 20 - Part 3,95.2,15,0
Day 20 - Part 4,96.1,16,0
Day 20 - Part 5,97.8,16,2
Day 20 - Part 6,89.9,8,6
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,5.8,-127,0
Day 20 - Part 1,91.7,12,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,11.2,-77,7
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,15.4,-100,0
Day 20 - Part 2,94.7,15,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,9.7,-82,2
Scripture - 1 Min - Novice - Acts 1 v 9-11,7.0,-104,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,12.7,-53,0
Day 20 - Part 3,96.0,13,1
Scripture - 1 Min - Novice - Acts 1 v 9-11,7.8,-104,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,7.6,-83,0
Day 20 - Part 4,93.9,13,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,3.6,-107,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,6.8,-94,0
Day 20 - Part 5,96.9,17,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,8.7,-113,0
Day 20 - Part 6,96.1,18,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,13.6,-86,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,96.7,19,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,10.5,-108,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,97.0,16,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,7.2,-88,1
Scripture - 1 Min - Novice - Acts 1 v 9-11,8.7,-123,0
Day 20 - Part 1,96.1,19,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,8.0,-101,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,7.5,-96,0
Day 20 - Part 4,93.4,13,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,5.1,-110,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,6.2,-88,0
Day 20 - Part 4,96.5,16,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,3.5,-82,3
Scripture - 1 Min - Novice - Acts 1 v 9-11,10.7,-106,0
Day 20 - Part 2,93.0,13,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,12.3,-97,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,7.8,-105,0
Day 20 - Part 2,96.5,18,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,7.8,-69,17
Scripture - 1 Min - Novice - Acts 1 v 9-11,9.8,-98,7
Scripture - 1 Min - Novice - Acts 1 v 9-11,10.4,-118,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,9.7,-99,8
Scripture - 1 Min - Novice - Acts 1 v 9-11,11.6,-37,35
Scripture - 1 Min - Novice - Acts 1 v 9-11,6.0,-124,2
Scripture - 1 Min - Novice - Acts 1 v 9-11,6.5,-85,17
