Lesson,Accuracy,WPM,Idle Time

Day 05 - Part 4,88.8,4,0
Day 05 - Part 5,93.5,9,0
Day 05 - Part 6,100.0,15,0
Day 06 - Part 1,96.7,10,0
Day 06 - Part 2 - Learn Left Shift,96.7,10,0
Day 06 - Part 3 - Learn Period,95.4,10,0
Day 06 - Part 4,94.0,6,9
Day 06 - Part 5,92.4,6,0
Day 05 - Part 4,96.1,16,0
Day 06 - Part 5,87.0,2,0
Day 06 - Part 5,93.0,7,1
Day 06 - Part 5,86.2,2,0
