Lesson,Accuracy,WPM,Idle Time

Day 04 - Part 6,96.6,11,3
Day 04 - Part 7,100.0,13,0
Day 05 - Part 1,94.1,9,0
Day 05 - Part 2 - Learn T,89.3,6,0
Day 05 - Part 3 - Learn I,94.1,10,0
Day 05 - Part 4,92.8,7,1
Day 05 - Part 5,86.3,2,0
Day 05 - Part 6,92.8,8,0
Day 05 - Part 7,91.4,10,0
Day 05 - Part 5,87.6,4,0
Day 05 - Part 5,92.8,9,0
Day 05 - Part 2 - Learn T,94.7,17,0
Day 05 - Part 7,91.4,10,0
Day 05 - Part 7,94.1,15,0
Day 05 - Part 4,90.8,7,1
Day 05 - Part 4,88.2,4,0
Day 05 - Part 4,93.4,10,0
