Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,99.3,20,8
Day 01 - Part 4,87.4,5,0
Day 01 - Part 5,100.0,16,0
Day 02 - Part 1,96.7,13,0
Day 02 - Part 2 - Learn E,88.9,5,1
Day 02 - Part 3 - Learn H,100.0,19,0
Day 02 - Part 4,89.1,4,2
Day 02 - Part 5,95.4,11,0
Day 01 - Part 4,95.7,15,5
Day 02 - Part 2 - Learn E,93.1,8,6
Day 02 - Part 4,94.5,7,6
Day 02 - Part 2 - Learn E,94.1,11,1
Day 02 - Part 2 - Learn E,95.4,13,1
Day 02 - Part 4,89.8,5,3
Day 02 - Part 4,90.5,5,1
