Lesson,Accuracy,WPM,IdleTime

Day 22 - Part 1,100.0,47,1
Day 22 - Part 2,100.0,54,0
Day 22 - Part 3,100.0,42,0
Day 22 - Part 4,100.0,47,0
Day 22 - Part 5,100.0,41,0
Day 22 - Part 6,100.0,48,0
Day 22 - Part 7,100.0,50,0
Day 22 - Part 8,99.8,55,0
Day 22 - Part 9,100.0,47,0
Day 22 - Part 2,100.0,57,0
Day 22 - Part 5,100.0,47,0
Day 22 - Part 3,100.0,43,0
Day 22 - Part 3,100.0,43,0
Day 22 - Part 3,100.0,49,0
Day 22 - Part 1,100.0,51,0
Day 22 - Part 4,100.0,56,0
Day 22 - Part 5,100.0,42,0
Day 22 - Part 9,99.6,44,0
Day 22 - Part 2,100.0,49,0
Day 22 - Part 5,97.9,33,0
