Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,96.8,40,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,97.5,41,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,98.9,47,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,96.6,40,0
Scripture - 3 Min - Novice - Psalm 23,99.0,48,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,98.5,43,0
Scripture - 5 Min - Advanced - Selections 1,97.1,34,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,96.7,38,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,96.1,38,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,97.9,44,0
Scripture - 1 Min - Novice - John 3 v 16,97.4,46,0
Scripture - 1 Min - Novice - John 3 v 16,97.7,44,0
Scripture - 1 Min - Novice - John 3 v 16,97.5,41,0
Scripture - 5 Min - Advanced - Selections 1,96.5,33,0
Scripture - 5 Min - Advanced - Selections 1,40.2,-316,1
