Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,96.7,39,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,97.6,43,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,97.6,42,0
Scripture - 3 Min - Novice - Psalm 23,97.0,40,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,96.1,36,0
Scripture - 5 Min - Novice - Psalm 51,96.3,37,1
Scripture - 5 Min - Novice - 1 John 4 v 7-17,98.5,47,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,96.3,39,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,97.0,40,0
Scripture - 5 Min - Novice - Psalm 51,98.2,45,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,97.3,42,0
Scripture - 1 Min - Novice - John 3 v 16,97.3,42,0
Scripture - 3 Min - Novice - Psalm 23,95.9,37,0
Scripture - 3 Min - Novice - Psalm 23,98.2,44,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,98.6,47,0
Scripture - 1 Min - Novice - John 3 v 16,96.4,39,0
