Lesson,Accuracy,WPM,IdleTime

Day 23 - Part 2 - Learn 1,98.9,36,0
Day 27 - Part 3 - Learn 2,98.9,35,0
Day 26 - Part 2 - Learn 3,98.9,40,0
Day 24 - Part 2 - Learn 4,98.6,38,0
Day 25 - Part 2 - Learn 5,98.2,33,0
Day 27 - Part 4 - Learn 6,98.1,33,0
Day 23 - Part 3 - Learn 7,98.9,38,0
Day 24 - Part 3 - Learn 8,97.5,34,0
Day 25 - Part 3 - Learn 9,100.0,38,0
Day 26 - Part 3 - Learn 0,99.6,38,0
Day 28 - Part 5 - Left Hand,93.1,23,0
Day 28 - Part 6 - Right Hand,93.8,23,0
Day 28 - Part 5 - Left Hand,96.5,33,0
Day 28 - Part 6 - Right Hand,95.1,27,0
Day 23 - Part 2 - Learn 1,100.0,44,0
Day 28 - Part 6 - Right Hand,96.6,30,0
Day 27 - Part 3 - Learn 2,99.6,41,0
Day 26 - Part 2 - Learn 3,97.9,41,0
Day 24 - Part 2 - Learn 4,98.2,42,1
Day 24 - Part 3 - Learn 8,96.4,35,0
