Lesson,Accuracy,WPM,IdleTime
,,,
Scripture - 1 Min - Novice - John 3 v 16,98.3,52,0
Scripture - 1 Min - Novice - John 3 v 16,98.3,54,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,97.5,43,0
Scripture - 3 Min - Novice - Psalm 23,98.5,42,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,98.9,47,0
Scripture - 5 Min - Novice - Psalm 51,98.3,45,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,99.2,51,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,96.7,42,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,99.5,50,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,98.5,47,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,98.1,47,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,99.5,40,0
