Lesson,Accuracy,WPM,IdleTime

Day 29 - Part 1,95.9,27,0
Day 29 - Part 2 - Learn Dollar Sign,93.5,11,13
Day 29 - Part 3 - Learn Forward Slash,96.7,20,0
Day 29 - Part 4,94.7,14,0
Day 29 - Part 5,98.2,34,0
Day 29 - Part 6,98.0,35,0
Day 28 - Part 5 - Left Hand,98.2,38,0
Day 28 - Part 6 - Right Hand,97.1,33,0
Day 29 - Part 2 - Learn Dollar Sign,95.9,16,0
Day 29 - Part 4,93.1,12,0
Day 29 - Part 4,98.8,20,0
Day 29 - Part 2 - Learn Dollar Sign,99.2,19,0
Day 29 - Part 1,98.6,25,0
Day 29 - Part 3 - Learn Forward Slash,97.5,21,0
Day 29 - Part 3 - Learn Forward Slash,98.3,21,0
Day 28 - Part 6 - Right Hand,42.7,-332,0
