Lesson,Accuracy,WPM,Idle Time

Day 07 - Part 1,98.0,16,0
Day 07 - Part 2 - Learn C,97.4,15,0
Day 07 - Part 3 - Learn U,99.3,23,0
Day 07 - Part 4,98.0,19,0
Day 07 - Part 5,98.0,13,0
Day 07 - Part 6,97.8,15,0
Day 07 - Part 7,100.0,28,0
Day 07 - Part 8,99.3,17,0
Day 07 - Part 2 - Learn C,99.3,22,0
Day 07 - Part 6,98.4,15,0
Day 07 - Part 5,100.0,20,0
Day 07 - Part 1,100.0,22,0
Day 07 - Part 4,98.0,21,0
Day 07 - Part 4,99.3,24,0
Day 07 - Part 6,99.1,19,0
Day 07 - Part 1,98.0,25,0
Day 07 - Part 2 - Learn C,98.7,26,0
