Lesson,Accuracy,WPM,Idle Time

Day 05 - Part 4,99.3,21,0
Day 05 - Part 5,96.7,18,0
Day 05 - Part 6,100.0,22,0
Day 06 - Part 1,98.0,15,1
Day 06 - Part 2 - Learn Left Shift,98.7,15,0
Day 06 - Part 3 - Learn Period,99.3,17,0
Day 06 - Part 4,97.3,12,0
Day 06 - Part 5,98.1,15,0
Day 05 - Part 5,100.0,29,0
Day 06 - Part 4,98.0,18,2
Day 06 - Part 1,98.7,22,0
Day 06 - Part 1,99.3,24,0
Day 06 - Part 5,99.7,21,2
