Lesson,Accuracy,WPM,Idle Time

Day 13 - Part 4,96.1,17,0
Day 13 - Part 6,99.4,21,0
Day 14 - Part 1,99.4,22,0
Day 14 - Part 2,96.8,15,0
Day 14 - Part 3 - Learn Z,98.7,21,0
Day 14 - Part 4 - Learn Y,98.7,20,0
Day 14 - Part 5,98.7,16,0
Day 14 - Part 6,99.6,16,0
Day 13 - Part 4,100.0,25,1
Day 14 - Part 2,99.0,21,0
Day 14 - Part 5,99.3,23,0
Day 14 - Part 4 - Learn Y,99.3,28,0
Day 14 - Part 3 - Learn Z,100.0,26,0
Day 14 - Part 2,99.7,19,0
Day 14 - Part 5,22.2,-292,0
