Lesson,Accuracy,WPM,IdleTime

Day 26 - Part 4,94.6,23,0
Day 27 - Part 1,98.9,37,0
Day 27 - Part 3 - Learn 2,98.6,34,0
Day 27 - Part 4 - Learn 6,93.0,20,0
Day 27 - Part 2,95.7,34,0
Day 27 - Part 5,88.8,10,0
Day 27 - Part 6,96.8,40,0
Day 27 - Part 7,94.3,23,0
Day 27 - Part 5,93.6,22,0
Day 27 - Part 4 - Learn 6,96.9,32,0
Day 27 - Part 5,95.6,22,0
Day 27 - Part 7,97.6,30,0
Day 26 - Part 4,95.1,30,0
Day 26 - Part 4,100.0,35,0
Day 27 - Part 5,98.0,28,0
Day 27 - Part 2,95.4,35,0
Day 27 - Part 2,97.6,44,0
Day 27 - Part 4 - Learn 6,97.3,32,0
Day 27 - Part 6,91.6,25,0
