Lesson,Accuracy,WPM,IdleTime

Three Minute File 19,95.2,36,0
Three Minute File 21,95.9,38,0
Three Minute File 22,95.8,38,0
Three Minute File 23,94.7,34,0
Three Minute File 24,94.3,36,0
Three Minute File 29,91.6,25,0
Timing - Five Minutes 09,94.4,35,0
Timing - Five Minutes 14,94.6,32,0
Timing - Five Minutes 15,93.2,27,0
Three Minute File 29,93.5,31,0
Timing - Five Minutes 15,93.0,27,0
Three Minute File 19,95.7,37,0
