Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,96.6,46,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,95.7,40,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,96.8,45,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,95.2,38,0
Scripture - 3 Min - Novice - Psalm 23,92.1,29,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,93.0,31,0
Scripture - 5 Min - Advanced - Selections 1,92.4,25,0
Scripture - 3 Min - Novice - Psalm 23,94.4,33,1
Scripture - 1 Min - Novice - John 3 v 16,99.3,51,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,96.1,41,0
Scripture - 5 Min - Advanced - Selections 1,94.3,29,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,96.0,36,0
Scripture - 1 Min - Novice - John 3 v 16,99.3,52,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,54,0
