Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,97.0,43,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,95.2,39,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,94.4,35,0
Scripture - 3 Min - Novice - Psalm 23,91.3,24,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,93.0,29,0
Scripture - 5 Min - Novice - Psalm 51,93.7,31,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,96.3,42,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,85.8,7,0
Scripture - 1 Min - Novice - John 3 v 16,94.3,34,0
Scripture - 1 Min - Novice - John 3 v 16,94.1,30,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,88.8,16,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,93.8,31,0
Scripture - 3 Min - Novice - Psalm 23,97.2,46,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,90.0,21,0
