Lesson,Accuracy,WPM,IdleTime

Day 22 - Part 1,100.0,49,0
Day 22 - Part 2,100.0,55,0
Day 22 - Part 3,100.0,46,0
Day 22 - Part 4,100.0,53,0
Day 22 - Part 5,100.0,40,0
Day 22 - Part 6,100.0,46,0
Day 22 - Part 7,100.0,51,0
Day 22 - Part 8,100.0,52,0
Day 22 - Part 9,100.0,38,0
Day 22 - Part 9,100.0,44,0
Day 22 - Part 5,100.0,42,0
Day 22 - Part 1,100.0,41,0
Day 22 - Part 5,99.4,38,0
Day 22 - Part 5,100.0,41,0
Day 22 - Part 6,100.0,46,0
Day 22 - Part 5,99.0,39,0
Day 22 - Part 5,99.0,39,0
Day 22 - Part 9,100.0,40,0
Day 22 - Part 2,100.0,59,0
Day 22 - Part 5,100.0,42,0
