Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,98.0,44,2
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,95.8,39,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,92.8,28,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,93.2,28,0
Scripture - 3 Min - Novice - Psalm 23,96.4,38,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,94.1,29,0
Scripture - 5 Min - Advanced - Selections 1,93.7,27,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,94.4,33,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,91.8,23,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,94.3,29,0
Scripture - 5 Min - Advanced - Selections 1,92.4,23,0
Scripture - 5 Min - Advanced - Selections 1,93.5,26,0
