Lesson,Accuracy,WPM,IdleTime

Day 02 - Part 2 - Learn E,98.7,35,0
Day 02 - Part 3 - Learn H,99.3,42,0
Day 03 - Part 2 - Learn R,98.0,35,0
Day 03 - Part 3 - Learn O,96.6,34,0
Day 05 - Part 2 - Learn T,98.7,47,0
Day 05 - Part 3 - Learn I,98.7,42,0
Day 06 - Part 2 - Learn Left Shift,97.4,31,0
Day 06 - Part 3 - Learn Period,98.0,33,0
Day 07 - Part 2 - Learn C,98.7,37,0
Day 07 - Part 3 - Learn U,96.7,37,0
Day 09 - Part 4 - Learn W,99.3,43,0
Day 09 - Part 5 - Learn N,96.7,37,0
Day 10 - Part 2 - Learn G,94.8,27,0
Day 10 - Part 3 - Learn Right Shift,94.8,24,0
Day 11 - Part 2 - Learn B,97.4,33,0
Day 11 - Part 3 - Learn P,95.4,32,0
Day 13 - Part 2 - Learn X,94.8,30,0
Day 13 - Part 3 - Learn M,99.3,44,0
Day 10 - Part 3 - Learn Right Shift,95.5,24,0
Day 10 - Part 2 - Learn G,96.1,31,0
Day 13 - Part 2 - Learn X,99.3,41,0
Day 10 - Part 3 - Learn Right Shift,96.1,27,0
Day 11 - Part 3 - Learn P,96.7,33,0
Day 10 - Part 3 - Learn Right Shift,98.1,32,0
Day 10 - Part 2 - Learn G,92.8,23,0
Day 10 - Part 2 - Learn G,95.4,26,0
Day 10 - Part 2 - Learn G,98.7,40,0
Day 03 - Part 3 - Learn O,96.0,33,0
Day 03 - Part 3 - Learn O,96.6,34,0
Day 03 - Part 3 - Learn O,96.6,36,0
Day 11 - Part 3 - Learn P,96.1,30,0
Day 11 - Part 3 - Learn P,98.0,38,0
Day 03 - Part 3 - Learn O,94.0,27,0
Day 03 - Part 3 - Learn O,98.0,40,0
Day 07 - Part 3 - Learn U,97.4,33,0
Day 09 - Part 5 - Learn N,94.1,28,0
Day 09 - Part 5 - Learn N,94.8,30,0
Day 09 - Part 5 - Learn N,99.3,47,0
Day 06 - Part 2 - Learn Left Shift,97.4,31,0
Day 06 - Part 2 - Learn Left Shift,98.0,33,0
Day 07 - Part 3 - Learn U,97.4,37,0
Day 11 - Part 2 - Learn B,95.4,27,0
