Lesson,Accuracy,WPM,IdleTime

Day 26 - Part 4,94.1,25,0
Day 27 - Part 1,95.1,25,0
Day 27 - Part 3 - Learn 2,97.1,31,0
Day 27 - Part 4 - Learn 6,95.0,28,0
Day 27 - Part 2,97.6,37,0
Day 27 - Part 5,94.8,21,0
Day 27 - Part 6,95.5,31,0
Day 27 - Part 7,98.1,28,0
Day 26 - Part 4,97.3,33,0
Day 27 - Part 5,96.4,28,0
Day 27 - Part 1,95.7,25,0
Day 27 - Part 4 - Learn 6,96.1,33,0
Day 27 - Part 1,93.5,22,0
Day 27 - Part 1,98.4,35,0
Day 27 - Part 6,96.8,36,0
Day 27 - Part 4 - Learn 6,97.3,38,0
Day 27 - Part 5,98.0,27,0
Day 27 - Part 6,96.2,32,0
Day 27 - Part 6,94.1,29,0
