Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,92.5,24,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,96.1,42,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,93.8,30,0
Scripture - 3 Min - Novice - Psalm 23,95.7,34,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,95.8,33,0
Scripture - 5 Min - Novice - Psalm 51,94.1,28,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,94.3,31,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,92.8,25,0
Scripture - 1 Min - Novice - John 3 v 16,94.4,33,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,92.6,24,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,93.3,27,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,93.9,29,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,93.2,27,0
