Lesson,Accuracy,WPM,IdleTime

Day 31 - Part 5,93.5,22,0
Day 32 - Part 1,100.0,39,0
Day 32 - Part 2,95.7,28,0
Day 32 - Part 3 - Learn Open Parentheses,94.5,25,0
Day 32 - Part 4 - Learn Close Parentheses,96.0,26,0
Day 32 - Part 5,96.5,23,0
Day 32 - Part 6,100.0,37,0
Day 32 - Part 7,100.0,33,0
Day 32 - Part 8,96.1,29,0
Day 31 - Part 5,100.0,32,0
Day 32 - Part 3 - Learn Open Parentheses,99.6,30,0
Day 32 - Part 2,99.8,32,0
Day 32 - Part 4 - Learn Close Parentheses,99.2,32,0
Day 32 - Part 8,98.7,32,0
