Lesson,Accuracy,WPM,IdleTime

Day 26 - Part 4,93.5,26,0
Day 27 - Part 1,100.0,45,0
Day 27 - Part 3 - Learn 2,100.0,49,0
Day 27 - Part 4 - Learn 6,100.0,43,0
Day 27 - Part 2,98.4,47,0
Day 27 - Part 5,98.8,35,0
Day 27 - Part 6,98.0,43,0
Day 27 - Part 7,99.7,40,0
Day 26 - Part 4,100.0,46,0
Day 27 - Part 6,99.3,48,0
Day 27 - Part 5,99.6,37,0
Day 27 - Part 2,100.0,46,0
Day 27 - Part 5,100.0,37,0
Day 27 - Part 7,98.9,38,0
Day 27 - Part 7,99.2,37,0
Day 27 - Part 7,99.7,38,0
Day 27 - Part 7,99.7,41,0
Day 27 - Part 6,96.2,39,0
