Lesson,Accuracy,WPM,IdleTime

Day 29 - Part 4,98.0,28,0
Day 30 - Part 1,100.0,34,0
Day 30 - Part 2 - Learn Percent Sign,100.0,27,0
Day 30 - Part 3 - Learn Hyphen,99.6,30,0
Day 30 - Part 4,100.0,33,0
Day 30 - Part 5,100.0,43,0
Day 29 - Part 4,100.0,27,0
Day 30 - Part 3 - Learn Hyphen,100.0,30,0
