Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,96.3,46,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,94.8,36,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,97.3,48,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,99.2,48,0
Scripture - 3 Min - Novice - Psalm 23,97.7,45,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,97.0,42,0
Scripture - 5 Min - Advanced - Selections 1,98.4,40,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,99.3,45,0
Scripture - 1 Min - Novice - John 3 v 16,99.7,58,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,97.2,39,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,99.5,50,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,97.7,47,0
Scripture - 3 Min - Novice - Psalm 23,99.0,46,0
