Lesson,Accuracy,WPM,IdleTime

Day 20 - Part 1,97,31,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,96,31,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,96,29,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,98,29,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,98,35,0
Day 20 - Part 1,98,34,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,98,31,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,99,33,0
Day 20 - Part 1,97,37,0
Day 20 - Part 1,98,33,0
Day 20 - Part 1,99,36,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,100,35,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,100,33,0
Day 20 - Part 1,100,30,0
