Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,94.8,26,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,97.8,39,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,97.0,32,0
Scripture - 3 Min - Novice - Psalm 23,99.0,36,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,99.0,38,0
Scripture - 5 Min - Novice - Psalm 51,98.3,37,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,98.0,36,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,97.1,33,0
Scripture - 1 Min - Novice - John 3 v 16,100.0,44,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,98.6,38,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,97.5,33,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,98.8,37,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,99.0,36,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,97.6,37,1
