Part,Lesson,Backspace,Forced100,Time

1,Day 23 - Part 4,0,0,180
2,Day 24 - Part 1,0,0,240
3,Day 24 - Part 2 - Learn 4,0,0,240
4,Day 24 - Part 3 - Learn 8,0,0,240
5,Day 24 - Part 4,0,0,240
6,Day 24 - Part 5,0,0,240
7,Day 24 - Part 6,0,0,240
