Part,Lesson,Backspace,Forced100,Time

1,Day 19 - Part 1,0,0,180
2,Day 19 - Part 2 - Learn Apostrophe,0,0,180
3,Day 19 - Part 3 - Learn Quotation,0,0,180
4,Day 19 - Part 4 - Learn Hyphen,0,0,180
5,Day 19 - Part 5,0,0,180
6,Day 19 - Part 6,0,0,180
7,Day 19 - Part 7,0,0,180
8,Day 19 - Part 9,0,0,180
