name,date,score,time,time_of_day

Letter Game,11-18-22,1350,71,75770
Zerg Rush,11-18-22,1994,301,76083
Zerg Rush,11-18-22,2808,30,76126
Word Flash,11-21-22,0,14,52718
Word Flash,11-21-22,0,14,52861
Word Flash,11-21-22,1900,43,52885
Letter Game,11-21-22,1820,24,52934
Word Flash,11-21-22,11530,13,53118
Word Flash,11-21-22,0,9,53127
Word Flash,11-21-22,0,13,53152
