Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,98,44,8
Day 01 - Part 2 - Learn Home Row,100,75,0
Day 01 - Part 3,27,56,0
Day 01 - Part 4,10,90,0
Day 01 - Part 5,9,180,0
Day 01 - Part 6,4,84,0
Day 01 - Part 7,13,264,0
Day 01 - Part 8,100,0,0
Day 01 - Part 9,6,120,0
Day 01 - Part 6,6,132,0
Day 01 - Part 3,14,276,0
Day 01 - Part 3,13,264,0
Day 01 - Part 3,14,276,0
Day 01 - Part 3,14,276,0
Day 01 - Part 3,14,288,0
Day 01 - Part 3,14,276,0
Day 01 - Part 3,14,276,0
Day 01 - Part 3,11,210,0
Day 01 - Part 3,10,124,0
Day 01 - Part 3,10,258,0
Day 01 - Part 3,11,258,0
Day 01 - Part 3,10,252,0
Day 01 - Part 3,10,258,0
Day 01 - Part 3,10,252,0
Day 01 - Part 3,10,90,0
Day 01 - Part 3,15,76,0
Day 01 - Part 3,16,74,0
Day 01 - Part 1 - Learn Spacebar,96,64,0
Day 01 - Part 1 - Learn Spacebar,87,54,0
Day 01 - Part 1 - Learn Spacebar,24,56,0
Day 01 - Part 2 - Learn Home Row,100,70,0
Day 01 - Part 3,14,115,0
Day 01 - Part 1 - Learn Spacebar,0,0,0
