Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,66,24,0
Day 01 - Part 2 - Learn Home Row,0,0,15
Day 01 - Part 3,0,0,0
Day 01 - Part 1 - Learn Spacebar,71,15,0
Day 01 - Part 1 - Learn Spacebar,71,20,0
Day 01 - Part 1 - Learn Spacebar,100,27,0
Day 01 - Part 1 - Learn Spacebar,100,27,0
Day 01 - Part 2 - Learn Home Row,0,0,0
Day 01 - Part 1 - Learn Spacebar,100,24,0
Day 01 - Part 1 - Learn Spacebar,100,32,0
Day 01 - Part 2 - Learn Home Row,0,0,108
Day 01 - Part 1 - Learn Spacebar,100,33,0
Day 01 - Part 2 - Learn Home Row,0,0,0
Day 01 - Part 1 - Learn Spacebar,100,32,0
Day 01 - Part 1 - Learn Spacebar,28,4,0
Day 01 - Part 2 - Learn Home Row,0,0,112
Day 01 - Part 1 - Learn Spacebar,100,16,0
Day 01 - Part 1 - Learn Spacebar,100,16,0
Day 01 - Part 2 - Learn Home Row,0,0,107
Day 01 - Part 1 - Learn Spacebar,100,21,0
