Lesson,Accuracy,WPM,IdleTime

Three Minute File 31,94,44,0
Three Minute File 32,80,16,0
Timing - Five Minutes 01,88,24,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,23,9,0
Scripture - 5 Min - Novice - Isaiah 53,100,38,0
Scripture - 5 Min - Novice - John 1 v 1-18,100,18,0
Scripture - 5 Min - Novice - Luke 2 v 1-20,100,18,0
Scripture - 5 Min - Novice - Matthew 18 v 21-35,100,18,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,50,8,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,35,10,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,84,27,0
Three Minute File 32,72,24,0
Three Minute File 32,100,24,0
