Lesson,Accuracy,WPM,IdleTime

testydodad,100,95,0
testydodad - Copy,100,95,0
testydodad - Copy - Copy,100,95,0
testydodad,100,72,0
testydodad - Copy,100,95,0
testydodad - Copy - Copy,100,95,0
testydodad,100,57,0
testydodad - Copy,100,57,0
testydodad - Copy - Copy,100,57,0
testydodad,95,46,0
testydodad - Copy,100,72,0
testydodad - Copy - Copy,100,57,0
testydodad,100,72,0
testydodad - Copy - Copy,95,34,0
testydodad - Copy - Copy,95,27,0
testydodad - Copy - Copy,16,16,0
testydodad - Copy - Copy,95,69,0
testydodad - Copy - Copy,100,72,0
testydodad,100,95,0
testydodad - Copy,100,72,0
testydodad - Copy - Copy,100,95,0
testydodad,100,95,0
testydodad - Copy,100,72,0
testydodad - Copy - Copy,100,95,0
testydodad,29,21,0
testydodad - Copy,4,12,0
testydodad,100,72,0
testydodad - Copy,100,95,0
testydodad - Copy - Copy,100,95,0
