Lesson,Accuracy,WPM,IdleTime

Three Minute File 17,89,34,0
Three Minute File 18,100,8,0
Three Minute File 20,100,12,0
Three Minute File 24,100,11,0
Three Minute File 25,100,8,0
Three Minute File 26,100,18,0
Three Minute File 27,100,9,0
Scripture - 3 Min - Novice - Psalm 46,100,11,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,100,8,0
Scripture - 3 Min - Novice - Romans 5 v 1-8,100,15,0
Three Minute File 18,100,6,0
Three Minute File 18,91,22,0
Three Minute File 17,95,40,0
Three Minute File 18,88,33,0
Three Minute File 18,87,34,0
