Lesson,Accuracy,WPM,IdleTime

testydodad,100,63,0
testydodad - Copy,100,44,0
testydodad - Copy - Copy,100,46,0
testydodad - Copy,100,66,0
testydodad - Copy - Copy,100,66,0
testydodad,100,63,0
testydodad,100,60,0
testydodad,100,50,0
testydodad,100,72,0
testydodad - Copy,100,68,0
testydodad - Copy - Copy,100,47,0
testydodad - Copy - Copy,100,66,0
testydodad - Copy - Copy,100,69,0
testydodad - Copy,100,72,0
testydodad - Copy - Copy,100,69,0
testydodad - Copy - Copy,100,72,0
testydodad,100,60,0
testydodad - Copy,0,0,6
testydodad,100,33,0
testydodad,100,68,0
testydodad,100,60,0
testydodad,100,20,0
testydodad - Copy,8,1,0
testydodad - Copy - Copy,0,0,56
