Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,61.8,-70,0
Day 01 - Part 2 - Learn Home Row,100.0,23,9
Day 01 - Part 1 - Learn Spacebar,22.1,-315,6
