Lesson,Accuracy,WPM,IdleTime

Day 20 - Part 1,100,49,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,7,87,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,6,69,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,5,45,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,20,38,6
Day 20 - Part 1,7,4,4
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,95,30,8
Scripture - 1 Min - Novice - Acts 1 v 9-11,96,22,1
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,96,30,0
Day 20 - Part 1,100,72,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,100,69,0
